timestamp,station,event_type,duration_sec,units_produced,units_defective,cause,shift_date
2026-01-01 07:28:46,Filling,production,60,28,0,,2026-01-01
2026-01-01 07:29:46,Filling,production,60,34,1,,2026-01-01
2026-01-01 07:30:46,Filling,production,60,29,0,,2026-01-01
2026-01-01 07:31:46,Filling,production,60,32,0,,2026-01-01
2026-01-01 07:32:46,Filling,production,60,29,0,,2026-01-01
2026-01-01 07:33:46,Filling,production,60,31,0,,2026-01-01
2026-01-01 07:34:46,Filling,production,60,35,1,,2026-01-01
2026-01-01 07:35:46,Filling,production,60,29,0,,2026-01-01
2026-01-01 07:36:46,Filling,production,60,28,0,,2026-01-01
2026-01-01 07:37:46,Filling,production,60,28,0,,2026-01-01
2026-01-01 07:38:46,Filling,production,60,26,0,,2026-01-01
2026-01-01 07:39:46,Filling,production,60,29,1,,2026-01-01
2026-01-01 07:40:46,Filling,production,60,25,0,,2026-01-01
2026-01-01 07:41:46,Filling,production,60,27,0,,2026-01-01
2026-01-01 07:42:46,Filling,production,60,28,0,,2026-01-01
2026-01-01 07:43:46,Filling,production,60,28,0,,2026-01-01
2026-01-01 07:44:46,Filling,production,60,30,0,,2026-01-01
2026-01-01 07:45:46,Filling,production,60,33,0,,2026-01-01
2026-01-01 07:46:46,Filling,production,60,26,0,,2026-01-01
2026-01-01 07:47:46,Filling,production,60,33,0,,2026-01-01
2026-01-01 07:48:46,Filling,production,60,29,0,,2026-01-01
2026-01-01 07:49:46,Filling,production,60,31,1,,2026-01-01
2026-01-01 07:50:46,Filling,production,60,26,0,,2026-01-01
2026-01-01 07:51:46,Filling,production,60,33,1,,2026-01-01
2026-01-01 07:52:46,Filling,production,60,29,0,,2026-01-01
2026-01-01 07:53:46,Filling,production,60,31,1,,2026-01-01
2026-01-01 07:54:46,Filling,production,60,31,0,,2026-01-01
2026-01-01 07:55:46,Filling,production,60,28,0,,2026-01-01
2026-01-01 07:56:46,Filling,production,60,28,0,,2026-01-01
2026-01-01 07:57:46,Filling,production,60,28,0,,2026-01-01
2026-01-01 07:58:46,Filling,production,60,30,0,,2026-01-01
2026-01-01 07:59:46,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:00:46,Filling,production,60,30,0,,2026-01-01
2026-01-01 08:01:46,Filling,production,60,27,0,,2026-01-01
2026-01-01 08:02:46,Filling,production,60,27,0,,2026-01-01
2026-01-01 08:03:46,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:04:46,Filling,downtime,176,0,0,Bottle misfeed,2026-01-01
2026-01-01 08:07:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:08:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:09:42,Filling,production,60,27,0,,2026-01-01
2026-01-01 08:10:42,Filling,production,60,25,0,,2026-01-01
2026-01-01 08:11:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:12:42,Filling,production,60,26,0,,2026-01-01
2026-01-01 08:13:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:14:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:15:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:16:42,Filling,production,60,33,1,,2026-01-01
2026-01-01 08:17:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:18:42,Filling,production,60,30,0,,2026-01-01
2026-01-01 08:19:42,Filling,production,60,26,0,,2026-01-01
2026-01-01 08:20:42,Filling,production,60,32,0,,2026-01-01
2026-01-01 08:21:42,Filling,production,60,26,0,,2026-01-01
2026-01-01 08:22:42,Filling,production,60,35,1,,2026-01-01
2026-01-01 08:23:42,Filling,production,60,32,0,,2026-01-01
2026-01-01 08:24:42,Filling,production,60,28,0,,2026-01-01
2026-01-01 08:25:42,Filling,production,60,27,1,,2026-01-01
2026-01-01 08:26:42,Filling,production,60,30,0,,2026-01-01
2026-01-01 08:27:42,Filling,production,60,28,0,,2026-01-01
2026-01-01 08:28:42,Filling,production,60,32,0,,2026-01-01
2026-01-01 08:29:42,Filling,production,60,26,1,,2026-01-01
2026-01-01 08:30:42,Filling,production,60,31,0,,2026-01-01
2026-01-01 08:31:42,Filling,production,60,30,0,,2026-01-01
2026-01-01 08:32:42,Filling,production,60,31,0,,2026-01-01
2026-01-01 08:33:42,Filling,production,60,32,0,,2026-01-01
2026-01-01 08:34:42,Filling,production,60,33,0,,2026-01-01
2026-01-01 08:35:42,Filling,production,60,26,0,,2026-01-01
2026-01-01 08:36:42,Filling,production,60,34,0,,2026-01-01
2026-01-01 08:37:42,Filling,production,60,26,1,,2026-01-01
2026-01-01 08:38:42,Filling,production,60,34,1,,2026-01-01
2026-01-01 08:39:42,Filling,production,60,30,0,,2026-01-01
2026-01-01 08:40:42,Filling,production,60,33,2,,2026-01-01
2026-01-01 08:41:42,Filling,production,60,31,1,,2026-01-01
2026-01-01 08:42:42,Filling,production,60,26,0,,2026-01-01
2026-01-01 08:43:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:44:42,Filling,production,60,31,1,,2026-01-01
2026-01-01 08:45:42,Filling,production,60,27,0,,2026-01-01
2026-01-01 08:46:42,Filling,production,60,28,0,,2026-01-01
2026-01-01 08:47:42,Filling,production,60,32,1,,2026-01-01
2026-01-01 08:48:42,Filling,production,60,31,0,,2026-01-01
2026-01-01 08:49:42,Filling,production,60,30,0,,2026-01-01
2026-01-01 08:50:42,Filling,production,60,31,0,,2026-01-01
2026-01-01 08:51:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:52:42,Filling,production,60,27,0,,2026-01-01
2026-01-01 08:53:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:54:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:55:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 08:56:42,Filling,production,60,26,0,,2026-01-01
2026-01-01 08:57:42,Filling,production,60,27,0,,2026-01-01
2026-01-01 08:58:42,Filling,production,60,28,0,,2026-01-01
2026-01-01 08:59:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 09:00:42,Filling,production,60,31,0,,2026-01-01
2026-01-01 09:01:42,Filling,production,60,36,0,,2026-01-01
2026-01-01 09:02:42,Filling,production,60,25,0,,2026-01-01
2026-01-01 09:03:42,Filling,production,60,31,1,,2026-01-01
2026-01-01 09:04:42,Filling,production,60,26,1,,2026-01-01
2026-01-01 09:05:42,Filling,production,60,28,0,,2026-01-01
2026-01-01 09:06:42,Filling,production,60,31,0,,2026-01-01
2026-01-01 09:07:42,Filling,production,60,36,1,,2026-01-01
2026-01-01 09:08:42,Filling,production,60,28,0,,2026-01-01
2026-01-01 09:09:42,Filling,production,60,30,0,,2026-01-01
2026-01-01 09:10:42,Filling,production,60,32,0,,2026-01-01
2026-01-01 09:11:42,Filling,production,60,29,2,,2026-01-01
2026-01-01 09:12:42,Filling,production,60,31,1,,2026-01-01
2026-01-01 09:13:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 09:14:42,Filling,production,60,26,0,,2026-01-01
2026-01-01 09:15:42,Filling,production,60,28,0,,2026-01-01
2026-01-01 09:16:42,Filling,production,60,28,1,,2026-01-01
2026-01-01 09:17:42,Filling,production,60,32,0,,2026-01-01
2026-01-01 09:18:42,Filling,production,60,30,0,,2026-01-01
2026-01-01 09:19:42,Filling,production,60,29,0,,2026-01-01
2026-01-01 09:20:42,Filling,production,60,32,0,,2026-01-01
2026-01-01 09:21:42,Filling,production,60,30,0,,2026-01-01
2026-01-01 09:22:42,Filling,production,60,25,0,,2026-01-01
2026-01-01 09:23:42,Filling,production,60,35,0,,2026-01-01
2026-01-01 09:24:42,Filling,production,60,27,0,,2026-01-01
2026-01-01 09:25:42,Filling,production,60,35,1,,2026-01-01
2026-01-01 09:26:42,Filling,downtime,50,0,0,Level sensor fault,2026-01-01
2026-01-01 09:27:32,Filling,production,60,30,0,,2026-01-01
2026-01-01 09:28:32,Filling,production,60,29,1,,2026-01-01
2026-01-01 09:29:32,Filling,downtime,147,0,0,Nozzle clog,2026-01-01
2026-01-01 09:31:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 09:32:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 09:33:59,Filling,production,60,26,0,,2026-01-01
2026-01-01 09:34:59,Filling,production,60,32,0,,2026-01-01
2026-01-01 09:35:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 09:36:59,Filling,production,60,29,1,,2026-01-01
2026-01-01 09:37:59,Filling,production,60,32,0,,2026-01-01
2026-01-01 09:38:59,Filling,production,60,25,0,,2026-01-01
2026-01-01 09:39:59,Filling,production,60,35,0,,2026-01-01
2026-01-01 09:40:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 09:41:59,Filling,production,60,32,0,,2026-01-01
2026-01-01 09:42:59,Filling,production,60,31,1,,2026-01-01
2026-01-01 09:43:59,Filling,production,60,26,0,,2026-01-01
2026-01-01 09:44:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 09:45:59,Filling,production,60,29,1,,2026-01-01
2026-01-01 09:46:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 09:47:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 09:48:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 09:49:59,Filling,production,60,34,0,,2026-01-01
2026-01-01 09:50:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 09:51:59,Filling,production,60,25,0,,2026-01-01
2026-01-01 09:52:59,Filling,production,60,31,0,,2026-01-01
2026-01-01 09:53:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 09:54:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 09:55:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 09:56:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 09:57:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 09:58:59,Filling,production,60,26,0,,2026-01-01
2026-01-01 09:59:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:00:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:01:59,Filling,production,60,24,0,,2026-01-01
2026-01-01 10:02:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:03:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:04:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:05:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:06:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:07:59,Filling,production,60,31,0,,2026-01-01
2026-01-01 10:08:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 10:09:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 10:10:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:11:59,Filling,production,60,31,1,,2026-01-01
2026-01-01 10:12:59,Filling,production,60,32,0,,2026-01-01
2026-01-01 10:13:59,Filling,production,60,31,0,,2026-01-01
2026-01-01 10:14:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 10:15:59,Filling,production,60,27,1,,2026-01-01
2026-01-01 10:16:59,Filling,production,60,34,1,,2026-01-01
2026-01-01 10:17:59,Filling,production,60,38,0,,2026-01-01
2026-01-01 10:18:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 10:19:59,Filling,production,60,34,0,,2026-01-01
2026-01-01 10:20:59,Filling,production,60,32,0,,2026-01-01
2026-01-01 10:21:59,Filling,production,60,31,2,,2026-01-01
2026-01-01 10:22:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 10:23:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:24:59,Filling,production,60,33,1,,2026-01-01
2026-01-01 10:25:59,Filling,production,60,35,0,,2026-01-01
2026-01-01 10:26:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 10:27:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:28:59,Filling,production,60,34,0,,2026-01-01
2026-01-01 10:29:59,Filling,production,60,24,0,,2026-01-01
2026-01-01 10:30:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:31:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:32:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:33:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 10:34:59,Filling,production,60,34,0,,2026-01-01
2026-01-01 10:35:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 10:36:59,Filling,production,60,27,1,,2026-01-01
2026-01-01 10:37:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:38:59,Filling,production,60,31,0,,2026-01-01
2026-01-01 10:39:59,Filling,production,60,30,1,,2026-01-01
2026-01-01 10:40:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:41:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 10:42:59,Filling,production,60,31,0,,2026-01-01
2026-01-01 10:43:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 10:44:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 10:45:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:46:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:47:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:48:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 10:49:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 10:50:59,Filling,production,60,27,1,,2026-01-01
2026-01-01 10:51:59,Filling,production,60,27,1,,2026-01-01
2026-01-01 10:52:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 10:53:59,Filling,production,60,31,0,,2026-01-01
2026-01-01 10:54:59,Filling,production,60,32,0,,2026-01-01
2026-01-01 10:55:59,Filling,production,60,32,0,,2026-01-01
2026-01-01 10:56:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 10:57:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:58:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 10:59:59,Filling,production,60,30,0,,2026-01-01
2026-01-01 11:00:59,Filling,production,60,28,1,,2026-01-01
2026-01-01 11:01:59,Filling,production,60,26,1,,2026-01-01
2026-01-01 11:02:59,Filling,production,60,34,0,,2026-01-01
2026-01-01 11:03:59,Filling,production,60,30,1,,2026-01-01
2026-01-01 11:04:59,Filling,production,60,31,0,,2026-01-01
2026-01-01 11:05:59,Filling,production,60,25,0,,2026-01-01
2026-01-01 11:06:59,Filling,production,60,32,0,,2026-01-01
2026-01-01 11:07:59,Filling,production,60,25,0,,2026-01-01
2026-01-01 11:08:59,Filling,production,60,27,1,,2026-01-01
2026-01-01 11:09:59,Filling,production,60,31,0,,2026-01-01
2026-01-01 11:10:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 11:11:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 11:12:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 11:13:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 11:14:59,Filling,production,60,33,0,,2026-01-01
2026-01-01 11:15:59,Filling,production,60,24,0,,2026-01-01
2026-01-01 11:16:59,Filling,production,60,30,1,,2026-01-01
2026-01-01 11:17:59,Filling,production,60,32,0,,2026-01-01
2026-01-01 11:18:59,Filling,production,60,25,0,,2026-01-01
2026-01-01 11:19:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 11:20:59,Filling,production,60,29,0,,2026-01-01
2026-01-01 11:21:59,Filling,production,60,27,0,,2026-01-01
2026-01-01 11:22:59,Filling,production,60,25,0,,2026-01-01
2026-01-01 11:23:59,Filling,production,60,28,0,,2026-01-01
2026-01-01 11:24:59,Filling,production,60,32,2,,2026-01-01
2026-01-01 11:25:59,Filling,downtime,42,0,0,Nozzle clog,2026-01-01
2026-01-01 11:26:41,Filling,production,60,37,1,,2026-01-01
2026-01-01 11:27:41,Filling,production,60,24,0,,2026-01-01
2026-01-01 11:28:41,Filling,production,60,31,0,,2026-01-01
2026-01-01 11:29:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 11:30:41,Filling,production,60,29,0,,2026-01-01
2026-01-01 11:31:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 11:32:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 11:33:41,Filling,production,60,32,1,,2026-01-01
2026-01-01 11:34:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 11:35:41,Filling,production,60,28,2,,2026-01-01
2026-01-01 11:36:41,Filling,production,60,29,0,,2026-01-01
2026-01-01 11:37:41,Filling,production,60,31,1,,2026-01-01
2026-01-01 11:38:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 11:39:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 11:40:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 11:41:41,Filling,production,60,34,0,,2026-01-01
2026-01-01 11:42:41,Filling,production,60,29,2,,2026-01-01
2026-01-01 11:43:41,Filling,production,60,25,0,,2026-01-01
2026-01-01 11:44:41,Filling,production,60,31,1,,2026-01-01
2026-01-01 11:45:41,Filling,production,60,36,0,,2026-01-01
2026-01-01 11:46:41,Filling,production,60,32,0,,2026-01-01
2026-01-01 11:47:41,Filling,production,60,30,1,,2026-01-01
2026-01-01 11:48:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 11:49:41,Filling,production,60,29,1,,2026-01-01
2026-01-01 11:50:41,Filling,production,60,31,1,,2026-01-01
2026-01-01 11:51:41,Filling,production,60,27,0,,2026-01-01
2026-01-01 11:52:41,Filling,production,60,29,0,,2026-01-01
2026-01-01 11:53:41,Filling,production,60,29,1,,2026-01-01
2026-01-01 11:54:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 11:55:41,Filling,production,60,33,1,,2026-01-01
2026-01-01 11:56:41,Filling,production,60,31,0,,2026-01-01
2026-01-01 11:57:41,Filling,production,60,27,0,,2026-01-01
2026-01-01 11:58:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 11:59:41,Filling,production,60,32,0,,2026-01-01
2026-01-01 12:00:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:01:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 12:02:41,Filling,production,60,32,0,,2026-01-01
2026-01-01 12:03:41,Filling,production,60,30,1,,2026-01-01
2026-01-01 12:04:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 12:05:41,Filling,production,60,31,0,,2026-01-01
2026-01-01 12:06:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:07:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 12:08:41,Filling,production,60,26,1,,2026-01-01
2026-01-01 12:09:41,Filling,production,60,31,0,,2026-01-01
2026-01-01 12:10:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 12:11:41,Filling,production,60,31,1,,2026-01-01
2026-01-01 12:12:41,Filling,production,60,27,0,,2026-01-01
2026-01-01 12:13:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:14:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 12:15:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:16:41,Filling,production,60,31,0,,2026-01-01
2026-01-01 12:17:41,Filling,production,60,29,1,,2026-01-01
2026-01-01 12:18:41,Filling,production,60,29,0,,2026-01-01
2026-01-01 12:19:41,Filling,production,60,32,0,,2026-01-01
2026-01-01 12:20:41,Filling,production,60,33,0,,2026-01-01
2026-01-01 12:21:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:22:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 12:23:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 12:24:41,Filling,production,60,37,0,,2026-01-01
2026-01-01 12:25:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 12:26:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 12:27:41,Filling,production,60,33,0,,2026-01-01
2026-01-01 12:28:41,Filling,production,60,27,2,,2026-01-01
2026-01-01 12:29:41,Filling,production,60,25,0,,2026-01-01
2026-01-01 12:30:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 12:31:41,Filling,production,60,29,0,,2026-01-01
2026-01-01 12:32:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:33:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 12:34:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 12:35:41,Filling,production,60,29,1,,2026-01-01
2026-01-01 12:36:41,Filling,production,60,31,1,,2026-01-01
2026-01-01 12:37:41,Filling,production,60,28,1,,2026-01-01
2026-01-01 12:38:41,Filling,production,60,32,0,,2026-01-01
2026-01-01 12:39:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 12:40:41,Filling,production,60,27,1,,2026-01-01
2026-01-01 12:41:41,Filling,production,60,27,0,,2026-01-01
2026-01-01 12:42:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:43:41,Filling,production,60,27,0,,2026-01-01
2026-01-01 12:44:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:45:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:46:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 12:47:41,Filling,production,60,26,1,,2026-01-01
2026-01-01 12:48:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 12:49:41,Filling,production,60,28,0,,2026-01-01
2026-01-01 12:50:41,Filling,production,60,35,0,,2026-01-01
2026-01-01 12:51:41,Filling,production,60,33,1,,2026-01-01
2026-01-01 12:52:41,Filling,production,60,30,1,,2026-01-01
2026-01-01 12:53:41,Filling,production,60,29,0,,2026-01-01
2026-01-01 12:54:41,Filling,production,60,27,0,,2026-01-01
2026-01-01 12:55:41,Filling,production,60,24,0,,2026-01-01
2026-01-01 12:56:41,Filling,production,60,29,0,,2026-01-01
2026-01-01 12:57:41,Filling,production,60,28,2,,2026-01-01
2026-01-01 12:58:41,Filling,production,60,27,0,,2026-01-01
2026-01-01 12:59:41,Filling,production,60,27,0,,2026-01-01
2026-01-01 13:00:41,Filling,production,60,30,0,,2026-01-01
2026-01-01 13:01:41,Filling,production,60,33,0,,2026-01-01
2026-01-01 13:02:41,Filling,production,60,26,0,,2026-01-01
2026-01-01 13:03:41,Filling,production,60,30,0,,2026-01-01
